question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible
SIMP0366,Who can disable the software agents used by the EDR system?,Standard computing system users cannot disable the software agents used by the EDR system.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0367,What is the purpose of the organization's Endpoint Detection and Response (EDR) system?,The EDR system generates a database of file hashes for cybersecurity incident response.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0368,Which action should be taken to ensure host-based firewalls are configured correctly?,Maintain a default rule that denies all network traffic on the host-based firewalls.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0369,What is the primary function of the removable media safeguard system?,The removable media safeguard system's primary function is to track data owners on approved devices responsible for the media.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0370,Which actions should the removable media safeguard system take on computing systems that do not require removable storage media?,The system should disable removable storage media on such systems.,simple,SANS_System_Protection_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0372,What are the potential consequences of violating this policy?,"Violations may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations.  Individuals could also face legal consequences under applicable laws for violations involving illegal activities.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Policy Sanctions,0,False
SIMP0373,What is the purpose of TPR-01?,TPR-01 mandates the establishment of a process for approving third parties that handle the organization's technology systems or data.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0374,Which process is required to be maintained according to TPR-02?,"The organization must maintain a Governance, Risk, and Compliance (GRC) or similar platform for documenting and inventorying third parties.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0375,Who is responsible for maintaining a complete data inventory of all data stored or processed by third-party vendors?,"The organization's Governance, Risk, and Compliance (GRC) or similar platform is responsible for maintaining a complete data inventory of all data stored or processed by third-party vendors.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0376,Which of the following is a requirement for the organization's contract language with third-party vendors?,The contract language must include provisions requiring any third party that experiences a significant cybersecurity event to promptly report it to the organization.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0377,Which of the organization's third-party contract provisions require all third parties to implement a defined set of cybersecurity safeguards?,"TPR-09 requires the organization's third-party contract language to include provisions requiring all third parties to implement a defined set of cybersecurity safeguards, also defining which of those safeguards are optional versus mandatory.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0378,Who must sign the agreed-upon contract terms?,Each of the organization's third parties that store or process any of the organization's technology systems or data must sign the agreed-upon contract terms.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0379,What is the policy's purpose?,The policy aims to establish a process for evaluating the cybersecurity risk associated with each technology system or data processed by the organization and its third parties.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0380,Who is responsible for decommissioning third parties?,The organization is responsible for ensuring that third parties that store or process its technology systems or data are appropriately decommissioned when no longer required for service.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,3,False
SIMP0381,Which systems are the organization's information systems?,The text states that the organization's Vulnerability Management (VM) system scans for weaknesses in the organization's information systems.,simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0382,How does the organization's Vulnerability Management (VM) system detect weaknesses?,The organization's Vulnerability Management (VM) system uses agents and/or authenticated scans to detect weaknesses in the organization's information systems.,simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,0,False
SIMP0383,What is the purpose of the Vulnerability Management (VM) system?,The Vulnerability Management (VM) system is intended to track open vulnerabilities in the organization's information systems.,simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0384,Who are the target audiences for vulnerability reports generated by the VM system?,"The VM system reports discovered vulnerabilities to the organization's technical staff, business unit staff, and business leadership staff regularly.",simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,1,False
SIMP0385,What are the potential consequences for violating the cybersecurity policy?,"Violations of the cybersecurity policy may result in legal consequences under applicable laws, emphasizing the importance of cybersecurity and the potential risks associated with policy violations.",simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,2,False
SIMP0386,Who is responsible for protecting digital assets?,The policy emphasizes that individuals are responsible for protecting our digital assets.,simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,2,False
