question_id,question,answer,question_type,source_filenames,source_sections,source_chunk_ids,is_impossible,dataset_split
QA0504,What is required for equipment security?,Equipment must be sited securely and protected.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.8,0,False,train
QA0505,Who is responsible for reporting cybersecurity incidents to those impacted by the incident?,The organization's documented Incident Management (IM) plan defines how to report a cybersecurity incident to those impacted by the incident.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,1,False,train
QA0506,Who is responsible for evaluating the organization's exposure to technical vulnerabilities?,The policy does not specify who is responsible for evaluating the organization's exposure to technical vulnerabilities.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.8,0,False,train
QA0507,What specific cybersecurity measures are required by this policy?,This policy snippet does not specify the exact cybersecurity measures required by the policy.,negative,SANS_Asset_Management_Policy_April2025.pdf,Policy Sanctions,0,True,train
QA0508,"According to the policy documents, what specific information must be included in the contract language when working with third-party vendors that handle sensitive data?",The contract language must include provisions requiring all third parties to implement a defined set of cybersecurity safeguards and specifying which safeguards are required. This also includes provisions requiring any third party that experiences a significant cybersecurity event to promptly report it to the organization.,complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,train
QA0509,What is the minimum redundancy required for information processing facilities?,The policy states that information processing facilities should have redundancy sufficient to meet availability requirements.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_8.14,0,False,train
QA0510,What is the purpose of the approved software application configuration benchmarks?,The approved software application configuration benchmarks serve as a guide to ensure that each of the organization's software applications is configured securely.,simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0511,What is the purpose of ICT readiness planning?,ICT readiness planning is designed to ensure that ICT systems are prepared to meet business continuity objectives and requirements.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.30,0,False,train
QA0512,How does the organization ensure the effectiveness of its cybersecurity education program and what are the potential consequences of non-compliance?,"The organization's cybersecurity education program is regularly validated using quantifiable measures and reported to business stakeholders. Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges, and potentially termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Education_Management_Policy_April2025.pdf|SANS_Education_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0513,What are the specific steps for handling a data breach incident?,The provided policy snippet does not specify the steps for handling a data breach incident.,negative,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,1,True,train
QA0514,What is the purpose of PNA-16?,PNA-16 mandates that web-based URL filtering systems decrypt all TLS-encrypted traffic to facilitate web-based URL filtering.,simple,SANS_Perimeter_Network_Access_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0515,"What are the potential consequences of non-compliance with the organization's cybersecurity policies, and how are these consequences determined?","Non-compliance with the organization's cybersecurity policies can result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The severity of the action is determined based on the seriousness of the breach, with the enforcement process being consistent and impartial.",complex,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf|SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0516,What are the potential consequences of violating the security policy regarding the use of cryptographic keys?,"Violating the security policy regarding the use of cryptographic keys can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.  Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,2|3,False,train
QA0517,What are the potential consequences for an employee who violates the policy regarding logging and alerting on data loss events in cloud services?,"Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures, including mandatory refresher training, written warnings, temporary suspension of remote access privileges, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf|SANS_Cloud_Service_Provider_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,train
QA0518,What are the specific requirements for employee training on cybersecurity best practices?,This policy snippet does not specify the requirements for employee training on cybersecurity best practices.,negative,SANS_Software_Development_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0519,What are the specific regulations the organization must comply with when managing data?,The provided policy snippet does not specify the regulations the organization must comply with when managing data.,negative,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,0,True,train
QA0520,What is the purpose of maintaining a cybersecurity forensics program?,The cybersecurity forensics program is expected to help the organization detect and respond to cybersecurity incidents.,simple,SANS_Resilience_Management_Policy_April2025.pdf,Safeguards,3,False,train
QA0521,What are potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,2,False,train
QA0522,What actions are prohibited when conducting business for <Company Name>?,"Conducting business for <Company Name> is prohibited, even if authorized access is granted. This includes exporting software, technical information, encryption software or technology, violating international or regional export control laws, and engaging in activities that violate sexual harassment or hostile workplace laws.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,4,False,test
QA0523,Which operating systems are allowed for use on the control system?,"The control system only allows the use of authorized operating system shells, such as Microsoft PowerShell or BASH.",simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0524,What is the organization's policy regarding workforce member authentication credentials and how is it managed to ensure security?,"The organization's Human Resources (HR) program includes a process for workforce members to return authentication credentials after their work with the organization.  To enhance security, the organization maintains an inventory of each Identity Provider (IDP) it approves and minimizes the number of IDPs it uses. This is achieved through centralized Single Sign On (SSO) solutions whenever possible, and the organization also defines a process to regularly review its IDPs to ensure only authorized access is granted.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,test
QA0525,Who is responsible for maintaining an inventory of each Identity Provider (IDP) the organization approves?,The organization is responsible for maintaining an inventory of each approved Identity Provider (IDP).,simple,SANS_Identity_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0526,"According to the policies, what are two specific cybersecurity services that must be enabled to ensure the organization's operating systems are secure?","The policies require the organization to enable Data Execution Protection (DEP) and User Account Control (UAC) to enhance the security of its operating systems. These services protect against malicious code execution and unauthorized user actions, respectively.",complex,SANS_Configuration_Management_Policy_April2025.pdf|SANS_Configuration_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,test
QA0527,What are the potential consequences for non-compliance with this policy?,"Policy non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations. Individuals could also face legal consequences under applicable laws.",simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Policy Sanctions,0,False,test
QA0528,Who must be informed if an AI system is being used to complete a task?,Users of AI systems should inform their manager and the department requesting the task.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,13,False,test
QA0529,Why is network device management important?,"Network device management is important for minimizing the risk of unauthorized access, data breaches, and network disruptions, and for ensuring the availability, integrity, and confidentiality of network infrastructure.",simple,SANS_Network_Device_Management_Policy_April2025.docx,Purpose,0,False,test
QA0530,"According to the policy, what specific security measures must be implemented on the organization's wireless networks to ensure secure access for all devices?","To secure wireless connections, the organization's network authentication systems (802.1x) for each of its wireless networks must require certificate-based authentication. Additionally, all wireless connections must be encrypted using AES-CCMP. Furthermore, the organization must ensure that all devices not managed by the organization are connected to a dedicated wireless network.",complex,SANS_Internal_Network_Access_Management_Policy_April2025.pdf|SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,test
QA0531,"According to the policy, where can database credentials be stored in order to meet security requirements?","Database credentials can be stored in a file separate from the executing body of the program's code, or on the database server. For the database server, a hash function number may be stored in the program's code.  In addition, database credentials may be stored as part of an authentication server, such as an LDAP server, and retrieved through the authentication process.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,1|2,False,test
QA0532,What are the specific security procedures the organization should follow when handling sensitive data?,The provided policy snippet does not specify the security procedures for handling sensitive data.,negative,SANS_Asset_Management_Policy_April2025.pdf,Safeguards,0,True,test
QA0533,"What specific steps must YourCompanyName employees take to ensure the accuracy of AI-generated content and to prevent bias in AI-generated content, according to the company's policy?","YourCompanyName employees deploying AI systems must have expertise in the subject matter the AI is used for, and all AI-generated content must be reviewed by someone with expertise to evaluate its accuracy.  Additionally, employees must ensure that the data sets used by the AI are accurate and that any AI-generated content is reviewed for bias and corrected as necessary.  The company also requires that non-public information not be used in AI systems, and that all AI systems be documented by YourCompanyName Representatives.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,7|8,False,test
QA0534,What are the potential consequences for violating the cybersecurity policy?,"Violations of the cybersecurity policy may result in legal consequences under applicable laws, emphasizing the importance of cybersecurity and the potential risks associated with policy violations.",simple,SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0535,"What authentication methods are required for servers used for authentication, and what is the recommended way to verify a server's public key?","Servers used for authentication, such as RADIUS or TACACS, must have installed a valid certificate signed by a known trusted provider.  Public keys used to establish trust must be authenticated prior to use, with examples including cryptographically signed messages or manual verification of the public key hash.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,1|2,False,test
QA0536,"According to policy, which stakeholder groups are required to receive regular reports on cybersecurity risk from the GRC business intelligence software platform?","The policy requires the organization's Governance, Risk, and Compliance (GRC) or similar cybersecurity business intelligence software platform to regularly report cybersecurity risk to both business and technical stakeholders.",complex,SANS_Risk_Communication_Management_Policy_April2025.pdf|SANS_Risk_Communication_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0537,Who is responsible for ensuring the organization's cybersecurity project tracking system prioritizes each of its active cybersecurity projects?,The organization is responsible for ensuring the cybersecurity project tracking system prioritizes each of its active cybersecurity projects.,simple,SANS_Safeguard_Implementation_Management_Policy_April2025.pdf,Safeguards,0,False,test
QA0538,Who is responsible for maintaining a complete data inventory of all data stored or processed by third-party vendors?,"The organization's Governance, Risk, and Compliance (GRC) or similar platform is responsible for maintaining a complete data inventory of all data stored or processed by third-party vendors.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0539,What specific types of disciplinary action are considered for policy violations?,"The policy does not specify the exact types of disciplinary actions taken for policy violations, only that they can range from training to termination of employment or contractual obligations.",negative,SANS_Mobile_Device_Management_Policy_April2025.pdf,Policy Sanctions,0,True,test
QA0540,"What is the process for reporting software application vulnerabilities to the organization's issue-tracking system, and how often are vulnerabilities reported to stakeholders?","The process for reporting software application vulnerabilities is outlined in policy SDV-12, which requires individuals inside or outside the organization to report vulnerabilities to the issue-tracking system. Policy SDV-15 states that each cybersecurity vulnerability tracked by the organization's issue-tracking system must be reported to the appropriate stakeholders regularly. The policy does not specify a specific reporting frequency, but it does require regular reporting to stakeholders.",complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0541,What is the policy's focus?,This policy outlines the requirements for background verification checks on all candidates seeking employment within the organization.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_6.1,0,False,test
QA0542,What is the primary purpose of PAM systems?,"PAM systems are used to document service, shared accounts, or shared secrets between workforce members, and to automatically rotate the credentials for each endpoint or server computing system and each network device.",simple,SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0543,What are the potential consequences for an employee who violates this policy regarding cybersecurity?,"Non-compliance with this policy may result in disciplinary action in line with our corporation's human resources procedures, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.  Individuals could be subject to legal consequences under applicable laws if violations involve illegal activities.",complex,SANS_Vulnerability_Management_Policy_April2025.pdf|SANS_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0544,Which cybersecurity services should be enforced by the organization's approved operating system configuration benchmark?,"The approved operating system configuration benchmark should define that the organization shall enforce Data Execution Protection (DEP), Address Space Layout Randomization (ASLR), and User Account Control (UAC).",simple,SANS_Configuration_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0545,Who is responsible for enforcing the policy?,"The policy states that enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0546,What is the purpose of the Mobile Device Management (MDM) system?,"The MDM system ensures mobile operating system updates are enforced on all organization's mobile devices, as well as detects and blocks jailbroken devices, and can remotely wipe data from lost or stolen devices.",simple,SANS_Mobile_Device_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0547,What is the standard for reviewing the information security policy?,The information security policy should be reviewed at planned intervals and if significant changes occur.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.1,0,False,test
QA0548,Which activities are expressly prohibited?,"The policy explicitly prohibits port scanning and network monitoring that intercepts data not intended for the employee's host. Introducing honeypots or honeynets on the network, and interfering with or denying service to any other user are also forbidden.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,5,False,test
QA0549,What are the specific guidelines for using AI systems in research and development?,This policy snippet does not specify guidelines for using AI systems in research and development.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,13,True,test
QA0550,What are the potential consequences for non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, which could range from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Access_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0551,"What are the consequences of not complying with the physical security program, and how can these consequences be enforced?","Non-compliance with the physical security program may result in disciplinary action, ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. Enforcement of these sanctions will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",complex,SANS_Physical_Security_Management_Policy_April2025.pdf|SANS_Physical_Security_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0552,Who is responsible for reviewing AI-produced content for bias?,Users of these systems are responsible for reviewing any AI-produced content for bias and correcting it as necessary.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,9,False,test
QA0553,Who is responsible for enforcing the cybersecurity policy?,"The policy emphasizes the critical importance of cybersecurity, the individual's role in protecting our digital assets, and the potential risks associated with policy violations. Enforcement will be consistent and impartial, with the severity of the action corresponding directly to the seriousness of the breach.",simple,SANS_Internal_Network_Access_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0554,Which of the organization's third-party contract provisions require all third parties to implement a defined set of cybersecurity safeguards?,"TPR-09 requires the organization's third-party contract language to include provisions requiring all third parties to implement a defined set of cybersecurity safeguards, also defining which of those safeguards are optional versus mandatory.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,2,False,test
QA0555,What are the specific consequences for employees who violate the AI Policy?,The policy text does not specify the consequences for employees who violate the AI Policy.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,19,True,test
QA0556,How should the organization validate the effectiveness of its cybersecurity education program?,The organization should regularly validate the effectiveness of its cybersecurity education program using quantifiable measures that can be reported to business stakeholders.,simple,SANS_Education_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0557,"What security measure should be implemented to prevent unauthorized account usage, especially in the case of inactive accounts, and how is it implemented?","To prevent unauthorized account usage, especially in the case of inactive accounts, the organization should implement a process for secure password provisioning by the helpdesk. This process ensures that passwords are not compromised by unauthorized access. The process also requires the use of Multi-Factor Authentication (MFA) to ensure that only authorized users can access the accounts. Additionally, unused accounts should be automatically disabled after a period of inactivity and/or require the use of expiration dates on each account.",complex,SANS_Identity_Management_Policy_April2025.pdf|SANS_Identity_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False,test
QA0558,What must users do if they wish to use an AI system tool to complete a task?,Users must ask permission from their manager and HR representative before using an AI system tool.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,13,False,test
QA0559,What is the purpose of the organization's data inventory management system?,The data inventory management system tracks the business purpose of all data managed by the organization.,simple,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0560,Who is responsible for enforcing the Artificial Intelligence Use Policy at YourCompanyName?,The ResponsibleCorporateOfficer at YourCompanyName is responsible for the enforcement of this Policy.,complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,0|1,False,test
QA0561,"According to the policy, what specific cybersecurity penetration testing procedures must be included in the organization's cybersecurity safeguard validation (audit) plan, and what are the conditions for performing these tests?","The organization's cybersecurity safeguard validation (audit) plan must include software application penetration tests. These tests must be performed only against test systems due to the sensitivity of such systems. The plan also defines how cybersecurity penetration testing should utilize vulnerability scanners, document test findings in machine-readable formats (such as SCAP), and monitor user accounts during the tests.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,test
QA0562,Which encryption standards are explicitly recommended for use by the company?,The company strongly recommends the use of the Advanced Encryption Standard (AES) for symmetric encryption.,simple,SANS_Acceptable_Encryption_Standard_April2025.pdf,full,0,False,test
QA0563,What is the required method for handling sensitive data in a cloud environment?,The provided policy snippet does not specify the required method for handling sensitive data in a cloud environment.,negative,SANS_Data_Inventory_Management_Policy_April2025.pdf,Safeguards,2,True,test
QA0564,What are the specific guidelines for employees using social media platforms for business purposes?,"This policy snippet does not specify guidelines for employees using social media platforms for business purposes, only that such use is subject to the terms and restrictions set forth in this policy.",negative,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,7,True,test
QA0565,"What are the recommended steps for the organization to take to ensure the security of its privileged accounts, according to this policy?","The policy recommends maintaining an inventory of all privileged accounts, including those on endpoint computing systems, server computing systems, network devices, and enterprise business applications, and ensuring that they are authorized and dedicated. It also mandates that all privileged accounts must not use default system credentials for authentication. Additionally, the organization is advised to implement a Privileged Account Management (PAM) system to automatically rotate credentials for all privileged accounts, including endpoint, server, and network devices, and to ensure that all privileged accounts are secured with Multi-Factor Authentication (MFA).",complex,SANS_Privileged_Account_Management_Policy_April2025.pdf|SANS_Privileged_Account_Management_Policy_April2025.pdf,Safeguards|Safeguards,0|1,False,test
QA0566,"According to the regulations, what specific information must be included in the technical documentation for high-risk AI systems to ensure transparency and user understanding?","High-risk AI systems must be accompanied by relevant documentation and instructions of use that include concise and clear information, including in relation to risks to fundamental rights and discrimination, where appropriate. This documentation should also address the system's output interpretation and ensure that natural persons can oversee its functioning.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,23|24,False,test
QA0567,"According to the policy, how should the organization document the results of cybersecurity assessments? Which software platform is recommended for this purpose?","The organization must document the results of each cybersecurity assessment in a central software platform, such as a Governance, Risk, and Compliance (GRC) tool.  The policy also states that the results should be documented in a central software platform and that the organization tracks the progress of each assessment in this same platform.",complex,SANS_Safeguard_Validation_Management_Policy_April2025.pdf|SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0568,Which process does the policy describe for reporting software application vulnerabilities?,The policy describes a process for individuals inside or outside the organization to report software application vulnerabilities to the organization's issue-tracking system.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0569,Who is responsible for ensuring a level of cybersecurity appropriate to the risks?,The providers of high-risk AI systems are responsible for ensuring a level of cybersecurity appropriate to the risks.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,26,False,test
QA0570,Which of the following is a requirement for the organization's contract language with third-party vendors?,The contract language must include provisions requiring any third party that experiences a significant cybersecurity event to promptly report it to the organization.,simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0571,"According to the policies, what is the responsibility of the organization regarding the remediation of cybersecurity vulnerabilities in custom software applications?",The organization is responsible for remediating cybersecurity vulnerabilities in custom software applications in accordance with the documented Service Level Agreements (SLAs). This includes reporting the vulnerabilities to the appropriate stakeholders regularly and ensuring timely mitigation through the issue-tracking system.,complex,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf|SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards|Safeguards,1|2,False,test
QA0572,How often should the Artificial Intelligence Committee meet?,The provided policy snippet does not specify the frequency of meetings for the Artificial Intelligence Committee.,negative,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,0,True,test
QA0573,What are the potential consequences of non-compliance with this policy?,"Non-compliance with this policy may result in disciplinary action, ranging from mandatory training and warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations.",simple,SANS_Resilience_Management_Policy_April2025.pdf,Policy Sanctions,0,False,test
QA0574,"What is the recommended encryption algorithm for symmetric encryption according to <Company Name> policy, and which standard should be used for asymmetric encryption?","According to <Company Name> policy, the recommended algorithm for symmetric encryption is the Advanced Encryption Standard (AES). For asymmetric encryption, the RSA and Elliptic Curve Cryptography (ECC) algorithms are strongly recommended.  They must meet the standards defined in NIST publication FIPS 140-2 or any superseding documents, according to date of implementation.",complex,SANS_Acceptable_Encryption_Standard_April2025.pdf|SANS_Acceptable_Encryption_Standard_April2025.pdf,full|full,0|1,False,test
QA0575,Who is considered a 'YourCompanyName Representative' according to the policy?,"The policy defines 'YourCompanyName Representatives' as all individuals and entities associated with YourCompanyName, including directors, officers, board members, employees, contractors, representatives, resellers, sub-resellers, distributors, and sub-distributors, affiliates, agents, and anyone performing services for or on behalf of YourCompanyName.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,3,False,test
QA0576,Which process is required to be maintained according to TPR-02?,"The organization must maintain a Governance, Risk, and Compliance (GRC) or similar platform for documenting and inventorying third parties.",simple,SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards,0,False,test
QA0577,"What are the potential consequences for an employee violating the organization's cybersecurity policy, and how are those consequences determined?","Violations of the cybersecurity policy can result in disciplinary action ranging from mandatory refresher training and written warnings to temporary suspension of remote access privileges and, in severe cases, termination of employment or contractual obligations. The severity of the action is determined by the seriousness of the breach, emphasizing the importance of cybersecurity and the individual's role in protecting digital assets.  The organization's human resources procedures are followed to ensure consistent and impartial enforcement of the policy.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,4|5,False,test
QA0578,Which organization-level requirements are associated with maintaining logs?,"The organization is required to maintain at least three enterprise-managed time sources for information systems, ensure appropriate logging on all computing systems, network devices, business applications, and Cloud Service Providers (CSPs) and Software-as-a-Service (SaaS) platforms.",simple,SANS_Log_Management_Policy_April2025.pdf,Safeguards,0,False,test
QA0579,Who is responsible for maintaining the software update Service Level Agreement (SLA)?,SW-08 states that the organization is responsible for maintaining the software update Service Level Agreement (SLA).,simple,SANS_Software_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0580,Which departments or functions at YourCompanyName are considered to have more considerations and potential risks associated with AI?,"The policy does not specify which departments or functions have more considerations and potential risks associated with AI, only stating that certain departments and functions bear more considerations and potential risks.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,5,False,test
QA0581,Who is responsible for verifying that sensitive data and licensed software has been removed or securely overwritten?,Employees are responsible for verifying that sensitive data and licensed software has been removed or securely overwritten before disposal or re-use of equipment.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_7.14,0,False,test
QA0582,Who must approve the use of a new AI system at YourCompanyName?,Any use of a new AI system at YourCompanyName must be approved by the AI Committee.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,7,False,test
QA0583,"According to the policies, how are third-party cybersecurity safeguards assessed and what is the basis for the assessment?","The policies outline a comprehensive assessment process for third-party cybersecurity safeguards. This process includes evaluating criticality, implementing appropriate safeguards, and monitoring for significant cybersecurity events. These factors are used to determine the aggregate cybersecurity rating of third-party vendors, which acts as a basis for their ongoing monitoring and potential de-commissioning.",complex,SANS_Third_Party_Management_Policy_April2025.pdf|SANS_Third_Party_Management_Policy_April2025.pdf,Safeguards|Safeguards,2|3,False,test
QA0584,Who is responsible for reporting software application vulnerabilities to the organization's issue-tracking system?,Individuals inside or outside the organization are responsible for reporting software application vulnerabilities to the organization's issue-tracking system.,simple,SANS_Software_Development_Vulnerability_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0585,What is the recommended procedure for evaluating AI usage by third-party software?,"When third-party software, services, or contractors utilize AI technology, their AI usage must be carefully evaluated and noted.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,6,False,test
QA0586,What is the focus of Identity Management as defined in this policy?,"Identity Management encompasses the full life cycle of identities, ensuring their creation, management, and deletion.",simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.16,0,False,test
QA0587,What should be the user's perspective on AI-generated content?,"AI-generated content should be viewed as a starting point, not the finished product, and should conform to the look and feel of the YourCompanyName brand and voice.",simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,8,False,test
QA0588,Who should users consult before exporting software or technology?,"Users should consult the appropriate management before exporting software or technology, as this activity may be subject to international or regional export control laws.",simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,3,False,test
QA0589,What are the potential consequences for non-compliance with this policy?,"Non-compliance may result in disciplinary action, including mandatory training, written warnings, temporary suspension of remote access, and, in severe cases, termination of employment or contractual obligations. Individuals may also face legal consequences if their violations involve illegal activities.",simple,SANS_Safeguard_Validation_Management_Policy_April2025.pdf,Policy Sanctions,0,False,test
QA0590,What is the policy's main focus?,The policy focuses on integrating information security practices into project management processes.,simple,ISO-27001-Controls-List-Free-Download-pdf-.pdf,ISO_5.8,0,False,test
QA0591,Who is responsible for ensuring the organization's email systems perform anti-phishing URL filtering?,The organization is responsible for ensuring that their email systems perform anti-phishing URL filtering for all emails sent or received by the organization.,simple,SANS_Email_Management_Policy_April2025.pdf,Safeguards,1,False,test
QA0592,What information must not be put into an open AI system?,Non-public YourCompanyName information must never be put into an open AI system.,simple,SANS_Artificial_Intelligence_Standard_April2025.pdf,full,9,False,test
QA0593,"What is the process for using a new AI system at YourCompanyName, and what are the requirements for using AI systems in general?","To use a new AI system at YourCompanyName, it must be approved by the AI Committee. The AI Committee has specific requirements, including that AI should be used as a tool and not as a substitute for expertise.  Additionally, individuals using AI systems must have expertise in the subject matter for which the AI is used.  The AI Committee also requires that AI-generated content be thoroughly reviewed by an individual with expertise to evaluate such content.",complex,SANS_Artificial_Intelligence_Standard_April2025.pdf|SANS_Artificial_Intelligence_Standard_April2025.pdf,full|full,6|7,False,test
QA0594,Which actions are prohibited regarding the use of email header information?,Unauthorized use or forging of email header information is prohibited.,simple,SANS_Acceptable_Use_Standard_April2025.pdf,Safeguards,7,False,test
QA0595,"According to the provided policies, where should database credentials be stored to ensure they are secure and not accessible to unauthorized users?","Database usernames and passwords should be stored in a file separate from the executing body of the program's code. This file must not be world readable or writeable, as outlined in the policies.",complex,SANS_Database_Credentials_Standard_April2025.pdf|SANS_Database_Credentials_Standard_April2025.pdf,full|full,0|1,False,test
