qa_id,input_text,target_text,source_standard,source_doc,control_id,question_type,difficulty
QA_SANS_RA_037,"Soru: Uzaktan erişim verilen çalışanların erişim yetkilerinin işten ayrılır ayrılmaz kaldırılması neden zorunludur?","Aktif hesapların kötü niyetli kişilerce kullanılması engellenir.",SANS,Remote_Access_Policy,SANS_RA,süreç,kolay
QA_SANS_RA_038,"Soru: Kurumun uzaktan erişim altyapısı için DDoS koruması uygulanması neden gereklidir?","Saldırganlar VPN veya gateway noktalarını çökertmeye çalışarak uzaktan çalışanların iş yapmasını engelleyebilir.",SANS,Remote_Access_Policy,SANS_RA,risk,zor
QA_SANS_RA_039,"Soru: Uzaktan erişim sırasında kullanılan cihazların sadece kurumsal DNS sunucularını kullanması neden zorunlu olabilir?","Kötü niyetli DNS yönlendirmeleri engellenir ve sahte sitelere yönlendirilme riski azalır.",SANS,Remote_Access_Policy,SANS_RA,prosedür,orta
QA_SANS_RA_040,"Soru: Remote Access Policy'nin düzenli olarak güncellenmesi neden gereklidir?","Yeni tehditler, çalışma modelleri ve teknolojik değişiklikler doğrultusunda politika güncel tutulmalıdır.",SANS,Remote_Access_Policy,SANS_RA,süreç,kolay
QA_SANS_DB_001,"Soru: Database Credentials Policy'nin temel amacı nedir?","Veritabanı hesaplarının yetkisiz erişime karşı korunmasını sağlamak ve kritik verilerin güvenliğini garanti altına almaktır.",SANS,Database_Credentials_Policy,SANS_DB,tanım,kolay
QA_SANS_DB_002,"Soru: Veritabanı kullanıcı adlarının uygulama koduna gömülmesi neden tehlikelidir?","Kod sızarsa veritabanına doğrudan erişim sağlanabilir; bu durum ciddi veri ihlallerine yol açabilir.",SANS,Database_Credentials_Policy,SANS_DB,risk,zor
QA_SANS_DB_003,"Soru: Veritabanı şifrelerinin şifreli bir kasada (vault) saklanması neden zorunludur?","Düz metin saklanan parolalar ele geçirilebilir; vault yapısı merkezi, izlenebilir ve güvenli bir yönetim sağlar.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_004,"Soru: Veritabanı hesaplarında minimum ayrıcalık ilkesinin uygulanması neden önemlidir?","Her kullanıcının yalnızca ihtiyaç duyduğu işlemleri yapması sağlanarak olası zarar minimize edilir.",SANS,Database_Credentials_Policy,SANS_DB,süreç,kolay
QA_SANS_DB_005,"Soru: Paylaşımlı veritabanı hesaplarının kullanılması neden yasaktır?","İşlem geçmişi kullanıcı bazında izlenemez, sorumluluk belirsizleşir ve güvenlik ihlalleri tespit edilemez.",SANS,Database_Credentials_Policy,SANS_DB,risk,orta
QA_SANS_DB_006,"Soru: Veritabanı bağlantı dizelerinde (connection strings) şifrelerin düz metin olarak bulunması neden risklidir?","Loglara veya istemci tarafına sızabilir; bu da saldırganın doğrudan veritabanına bağlanmasına olanak tanır.",SANS,Database_Credentials_Policy,SANS_DB,risk,zor
QA_SANS_DB_007,"Soru: Veritabanı hesaplarının düzenli olarak döndürülmesi (rotation) neden gereklidir?","Sızdırılmış olabilecek kimlik bilgilerinin geçerliliğini kısa tutarak riskleri azaltır.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_008,"Soru: Üretim (production) veritabanı hesaplarının test ortamlarında kullanılması neden yasaktır?","Test ortamları daha düşük güvenlik seviyesine sahiptir; üretim verilerinin sızmasına yol açabilir.",SANS,Database_Credentials_Policy,SANS_DB,risk,zor
QA_SANS_DB_009,"Soru: Veritabanı hesaplarında MFA kullanılması hangi güvenlik avantajını sağlar?","Hesabın ele geçirilmesini zorlaştırır; şifre sızsa bile erişim için ek doğrulama gerekir.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_010,"Soru: Kullanılmayan (dormant) veritabanı hesaplarının kapatılması neden gereklidir?","Saldırganların fark edilmeden bu hesapları kullanarak sisteme sızmasını engeller.",SANS,Database_Credentials_Policy,SANS_DB,süreç,kolay
QA_SANS_DB_011,"Soru: Veritabanı yöneticilerinin (DBA) ayrıcalıklı hesapları sadece gerekli olduğunda kullanması neden önemlidir?","Ayrıcalıklı hesaplar geniş yetkiler içerir; gereksiz kullanım, yanlış yapılandırma veya kötüye kullanım riskini artırır.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_012,"Soru: Veritabanı şifrelerinin e-posta veya mesajlaşma uygulamaları üzerinden paylaşılması neden kesinlikle yasaktır?","Bu kanallar şifreli olmayabilir ve kimlik bilgilerinin üçüncü kişilerce ele geçirilmesine yol açabilir.",SANS,Database_Credentials_Policy,SANS_DB,risk,zor
QA_SANS_DB_013,"Soru: Uygulamaların veritabanına bağlanırken ‘service account’ kullanması neden tercih edilir?","Bu hesaplar insan kullanıcılarına göre daha kontrollü, izlenebilir ve sadece belirli işlevlerle sınırlandırılmıştır.",SANS,Database_Credentials_Policy,SANS_DB,tanım,orta
QA_SANS_DB_014,"Soru: Veritabanı kimlik bilgilerine erişimi olan kişilerin bu erişimlerinin düzenli olarak gözden geçirilmesi neden gereklidir?","Artık erişime ihtiyacı olmayan kişilerin hesapları kapatılarak saldırı yüzeyi küçültülür.",SANS,Database_Credentials_Policy,SANS_DB,süreç,kolay
QA_SANS_DB_015,"Soru: Veritabanı şifrelerinin tahmin edilebilir desenlerden (örn. Db123!, Admin2024) uzak tutulması neden gerekir?","Bu şifreler brute-force ve wordlist tabanlı saldırılara karşı savunmasızdır.",SANS,Database_Credentials_Policy,SANS_DB,risk,orta
QA_SANS_DB_016,"Soru: Veritabanına erişen uygulama hesaplarında IP kısıtlaması uygulanması neden önemlidir?","Sadece belirli sunuculardan erişime izin verilerek kimlik bilgileri ele geçirilse bile saldırganların bağlanması engellenir.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,zor
QA_SANS_DB_017,"Soru: Veritabanı kimlik bilgilerinin kod deposuna yanlışlıkla yüklenmesini önlemek için neden otomatik tarama araçları kullanılmalıdır?","Bu araçlar sızan şifreleri hızlıca tespit eder ve ani müdahaleye olanak sağlar.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_018,"Soru: Veritabanı kimlik bilgilerinin değişikliklerinin kayıt altına alınması neden gereklidir?","Hangi kullanıcının ne zaman erişim güncellemesi yaptığı izlenebilir ve olası kötüye kullanım tespit edilir.",SANS,Database_Credentials_Policy,SANS_DB,süreç,kolay
QA_SANS_DB_019,"Soru: Üretim veritabanı erişimi gerektiren işlemlerin mutlaka onay mekanizmasından geçmesi neden zorunludur?","Kritik verilere erişim kontrollü olur ve yetkisiz erişim talepleri engellenir.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,zor
QA_SANS_DB_020,"Soru: Veritabanı bağlantısında başarısız kimlik doğrulama denemelerinin izlenmesi neden önemlidir?","Bu denemeler brute-force girişimlerini, kötü amaçlı bot taramalarını veya yetkisiz erişim teşebbüslerini gösterebilir.",SANS,Database_Credentials_Policy,SANS_DB,risk,orta
QA_SANS_DB_021,"Soru: Veritabanı erişim kimlik bilgilerinin otomasyon süreçlerinde düz metin olarak kullanılmaması neden kritiktir?","Düz metin kimlik bilgileri loglara, hata mesajlarına veya üçüncü taraf araçlara sızabilir ve veritabanı tamamen tehlikeye girebilir.",SANS,Database_Credentials_Policy,SANS_DB,risk,zor
QA_SANS_DB_022,"Soru: Veritabanı hesaplarının şüpheli erişim davranışlarını tespit etmek için neden anomali izleme yapılmalıdır?","Olağandışı saatlerde giriş veya beklenmeyen sorgu artışları bir ihlalin göstergesi olabilir.",SANS,Database_Credentials_Policy,SANS_DB,süreç,orta
QA_SANS_DB_023,"Soru: Veritabanı hizmet hesaplarının (service accounts) MFA kullanmaması durumunda hangi risk oluşur?","Hesabın şifresi sızdığında saldırganın engellenmeden sisteme erişmesi mümkün olur.",SANS,Database_Credentials_Policy,SANS_DB,risk,orta
QA_SANS_DB_024,"Soru: Veritabanı kimlik bilgileri şirket dışı yüklenicilerle paylaşılmadan önce neden NDA zorunludur?","Hassas verilerin korunması ve olası sızıntı durumlarında hukuki sorumluluğun belirlenmesi için gereklidir.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,kolay
QA_SANS_DB_025,"Soru: Veritabanı kimlik bilgilerinin düzenli olarak karmaşıklık testine tabi tutulması neden önemlidir?","Zayıf şifrelerin tespit edilmesini sağlar ve saldırganların tahmin etmesini zorlaştırır.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_026,"Soru: Kullanılmayan veritabanı rollerinin devre dışı bırakılmaması neden güvenlik riski oluşturur?","Bu roller üzerinden yetkisiz erişim elde edilebilir veya saldırganlar pasif yetkileri suistimal edebilir.",SANS,Database_Credentials_Policy,SANS_DB,risk,zor
QA_SANS_DB_027,"Soru: Veritabanı kimlik bilgilerinin rotasyon sonrası eski şifrelerin tamamen geçersiz kılınması neden gereklidir?","Eski şifrelerin bir saldırgan tarafından kullanılma ihtimali tamamen ortadan kaldırılır.",SANS,Database_Credentials_Policy,SANS_DB,süreç,kolay
QA_SANS_DB_028,"Soru: Veritabanı kimlik bilgilerinin saklandığı sistemlere erişimin yetkilendirilmesi neden sınırlı tutulmalıdır?","Hassas bilgilere erişen kişi sayısı azaltılarak risk ve potansiyel ihlal ihtimali minimuma indirilir.",SANS,Database_Credentials_Policy,SANS_DB,prosedür,orta
QA_SANS_DB_029,"Soru: Veritabanı sorgularında uygulama seviyesinde kimlik doğrulama yapılması neden kritik bir gerekliliktir?","Kimin hangi sorguyu çalıştırdığı izlenebilir olur ve kötü niyetli aktiviteler daha hızlı tespit edilir.",SANS,Database_Credentials_Policy,SANS_DB,tanım,orta
QA_SANS_DB_030,"Soru: Database Credentials Policy'nin düzenli aralıklarla güncellenmesi neden gereklidir?","Yeni saldırı teknikleri, altyapı değişiklikleri ve güvenlik açıkları doğrultusunda politika güncel tutulmalıdır.",SANS,Database_Credentials_Policy,SANS_DB,süreç,kolay
QA_SANS_CLD_001,"Soru: Bir Cloud Security Policy'nin temel amacı nedir?","Bulut ortamlarında barındırılan verilerin, uygulamaların ve hizmetlerin güvenli, yönetilebilir ve uyumlu şekilde kullanılmasını sağlamaktır.",SANS,Cloud_Security_Policy,SANS_CLD,tanım,kolay
QA_SANS_CLD_002,"Soru: Bulut sağlayıcısı seçerken güvenlik sertifikalarının (ISO 27001, SOC 2) kontrol edilmesi neden önemlidir?","Sağlayıcının güvenlik olgunluğunu ve uluslararası standartlara uygunluğunu kanıtlar.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_003,"Soru: Bulut ortamına yüklenen verilerin sınıflandırılması neden gereklidir?","Hassas verilerin uygun şifreleme, erişim kontrolü ve saklama politikalarıyla korunmasını sağlar.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,orta
QA_SANS_CLD_004,"Soru: Bulut hizmetlerinde çok faktörlü kimlik doğrulama (MFA) neden zorunlu tutulmalıdır?","Kullanıcı şifreleri sızsa bile hesap güvenliği ikinci doğrulama katmanıyla korunur.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,kolay
QA_SANS_CLD_005,"Soru: Bulut erişim loglarının tutulması neden kritik öneme sahiptir?","Yetkisiz erişim girişimleri, anormal aktiviteler ve güvenlik olayları tespit edilebilir.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,orta
QA_SANS_CLD_006,"Soru: Bulut üzerinde depolanan verilerin şifrelenmesi neden gereklidir?","Veriler çalınsa bile anahtarı olmayan kişiler tarafından okunamaz, böylece gizlilik korunur.",SANS,Cloud_Security_Policy,SANS_CLD,risk,kolay
QA_SANS_CLD_007,"Soru: Bulut ortamında kullanılan API anahtarlarının güvenli yönetimi neden zorunludur?","Açığa çıkan API anahtarları saldırganlara tam yetkili erişim sağlayabilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,zor
QA_SANS_CLD_008,"Soru: Bulut kaynaklarına erişimin rol tabanlı olarak sınırlandırılması neden gereklidir?","Her kullanıcının yalnızca görevleri için gerekli izinlere sahip olması sağlanarak saldırı yüzeyi azaltılır.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,kolay
QA_SANS_CLD_009,"Soru: Bulut sağlayıcılarında default güvenlik ayarlarının kullanılması neden sakıncalıdır?","Varsayılan ayarlar genellikle zayıf olabilir ve güvenlik açıkları bırakabilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,orta
QA_SANS_CLD_010,"Soru: Bulut ortamlarında kullanılan sanal makinelerin düzenli olarak yamalanması neden önemlidir?","Güncel olmayan sistemler zafiyet içerir ve saldırganlar tarafından kolayca istismar edilebilir.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_011,"Soru: Bulut ortamında kullanılan depolama servislerinde erişim izinlerinin düzenli gözden geçirilmesi neden gereklidir?","Zaman içinde gereksiz hale gelen erişimler kaldırılarak yetkisiz erişim riski azaltılır.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,kolay
QA_SANS_CLD_012,"Soru: Bulut üzerinde çalışan uygulamalar için güvenlik gruplarının doğru yapılandırılması neden kritiktir?","Yanlış yapılandırılmış güvenlik grupları gereksiz portları açabilir ve saldırganlara giriş kapısı bırakabilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,zor
QA_SANS_CLD_013,"Soru: Bulut tabanlı veritabanlarında ağ ayrımı (network segmentation) yapılması neden önemlidir?","Saldırgan bir servise erişse bile diğer kritik sistemlere ulaşmasını engeller.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_014,"Soru: Bulut ortamlarında saklanan erişim anahtarlarının otomatik rotasyon mekanizmasına bağlanması neden gereklidir?","Sızan anahtarların uzun süre kullanılmasını engelleyerek güvenliği artırır.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,orta
QA_SANS_CLD_015,"Soru: Bulut altyapısında paylaşımlı sorumluluk modelinin anlaşılmaması hangi riski doğurur?","Kurum kendi sorumluluğundaki güvenlik kontrollerini yanlışlıkla ihmal edebilir ve kritik açıklar oluşabilir.",SANS,Cloud_Security_Policy,SANS_CLD,tanım,zor
QA_SANS_CLD_016,"Soru: Bulut ortamında çalışan konteynerlerin izole edilmesi neden gereklidir?","Bir konteyner saldırıya uğrarsa diğer konteynerlere veya host sisteme sıçramasını engeller.",SANS,Cloud_Security_Policy,SANS_CLD,risk,orta
QA_SANS_CLD_017,"Soru: Bulut ortamında kullanılan logların sadece bulut sağlayıcısında değil merkezi bir SIEM'e de gönderilmesi neden önemlidir?","Güvenlik olayları tek bir merkezden korele edilerek anomali tespiti kolaylaşır.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_018,"Soru: Bulut API erişimi için IP kısıtlama uygulanmasının amacı nedir?","Saldırganların farklı lokasyonlardan API erişimi elde etmesini engelleyerek güvenliği artırır.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,kolay
QA_SANS_CLD_019,"Soru: Bulut ortamında misconfigured bucket (yanlış yapılandırılmış dosya depolama) neden yüksek risk taşır?","İçerik tüm internete açık hale gelebilir ve hassas veriler sızabilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,zor
QA_SANS_CLD_020,"Soru: Bulut kaynaklarına yönelik erişim anahtarlarının kullanıldığı hesaplara minimum ayrıcalık uygulanması neden gereklidir?","Saldırgan bir anahtarı ele geçirse bile etkileyebileceği sistemlerin sayısı sınırlı olur.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_021,"Soru: Bulut ortamında kullanılan şifreleme anahtarlarının müşteri tarafından yönetilmesi (Customer Managed Keys) neden tercih edilir?","Anahtar kontrolü kurumda olur, sağlayıcı erişemez ve veri gizliliği daha güçlü şekilde korunur.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,zor
QA_SANS_CLD_022,"Soru: Bulut servislerinde kimlik ve erişim yönetimi (IAM) politikalarının yanlış yapılandırılması neden yüksek risklidir?","Aşırı geniş yetkiler verilmesine, yetkisiz kullanıcıların kritik kaynaklara erişmesine ve veri kaybına yol açabilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,zor
QA_SANS_CLD_023,"Soru: Bulut ortamında çalışan kritik iş yüklerinin coğrafi yedeklilikle dağıtılması neden önemlidir?","Bölgesel arıza, doğal afet veya sağlayıcı kesintilerinde hizmet sürekliliğini garanti eder.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_024,"Soru: Bulut kaynaklarında tag yönetimi yapılması neden gereklidir?","Kaynakların sahipliği, maliyeti ve güvenlik politikaları daha iyi yönetilebilir hale gelir.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,kolay
QA_SANS_CLD_025,"Soru: Bulut üzerinde çalışan sunucuların public IP adresine sahip olması neden risk oluşturabilir?","Saldırganlar doğrudan internete açık sistemleri tarayarak zafiyetleri istismar edebilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,orta
QA_SANS_CLD_026,"Soru: Bulut sağlayıcısı paneline erişimde IP whitelisting uygulanması neden önerilir?","Yalnızca belirlenen güvenilir lokasyonlardan erişime izin verilerek hesap ele geçirme riskleri azaltılır.",SANS,Cloud_Security_Policy,SANS_CLD,prosedür,orta
QA_SANS_CLD_027,"Soru: Bulut ortamında izinsiz kaynak oluşturulmasını tespit etmek için neden otomatik uyarı mekanizmaları uygulanmalıdır?","Saldırganlar kripto madenciliği, veri sızıntısı veya yetkisiz altyapı kullanımına yol açabilir.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,zor
QA_SANS_CLD_028,"Soru: Bulut kaynaklarının maliyet ve güvenlik açısından düzenli olarak gözden geçirilmesi neden gereklidir?","Kullanılmayan kaynaklar kapatılır, gereksiz riskler azaltılır ve bütçe optimizasyonu sağlanır.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,kolay
QA_SANS_CLD_029,"Soru: Bulut ortamında çalışan uygulamaların CI/CD süreçlerinde kimlik bilgilerinin maskelemesi neden zorunludur?","CI/CD loglarına veya pipeline ortamına sızarsa kimlik bilgileri saldırgan tarafından kullanılabilir.",SANS,Cloud_Security_Policy,SANS_CLD,risk,zor
QA_SANS_CLD_030,"Soru: Cloud Security Policy'nin periyodik olarak güncellenmesi neden gereklidir?","Yeni hizmetler, tehditler ve güvenlik gereksinimleri ortaya çıktıkça politika güncel tutulmalıdır.",SANS,Cloud_Security_Policy,SANS_CLD,süreç,kolay
QA_SANS_LOG_001,"Soru: Logging & Monitoring Policy'nin temel amacı nedir?","Sistemlerde gerçekleşen faaliyetleri izleyerek güvenlik olaylarını tespit etmek, analiz etmek ve gerektiğinde müdahale etmeyi sağlamaktır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,tanım,kolay
QA_SANS_LOG_002,"Soru: Kritik sistemlerde loglamanın zorunlu olmasının nedeni nedir?","Yetkisiz erişim girişimleri, anormal aktiviteler ve sistem arızaları loglar olmadan tespit edilemez.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,orta
QA_SANS_LOG_003,"Soru: Logların merkezi bir SIEM sistemine yönlendirilmesi neden gereklidir?","Farklı kaynaklardan gelen olaylar tek noktada korele edilerek tehdit tespiti hızlandırılır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_004,"Soru: Logların değiştirilmez (immutable) formatta saklanması neden önemlidir?","Saldırganların izlerini silmesini engelleyerek olay sonrası adli analiz yapılmasını mümkün kılar.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,zor
QA_SANS_LOG_005,"Soru: Kimlik doğrulama girişimlerinin loglanması neden zorunludur?","Başarılı ve başarısız girişimler hesap ele geçirme girişimlerini gösterebilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,kolay
QA_SANS_LOG_006,"Soru: Log saklama süresinin politikada tanımlanması neden gereklidir?","Regülasyonlara uyum sağlanır ve ihtiyaç duyulduğunda geçmiş olayların incelenmesi mümkün olur.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,süreç,orta
QA_SANS_LOG_007,"Soru: Firewall, IDS/IPS gibi güvenlik cihazlarının loglarının toplanmaması hangi riski doğurur?","Ağ saldırıları veya şüpheli trafik modelleri fark edilmeden devam edebilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,zor
QA_SANS_LOG_008,"Soru: Loglara erişimin sadece yetkili personelle sınırlandırılması neden önemlidir?","Loglarda hassas bilgiler olabilir ve yetkisiz erişim olay manipülasyonuna yol açabilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_009,"Soru: Logların zaman damgası (timestamp) ile tutulması neden zorunludur?","Olayların doğru sıralamayla analiz edilmesini sağlar; aksi halde korelasyon mümkün olmaz.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,tanım,kolay
QA_SANS_LOG_010,"Soru: Log bütünlüğünü sağlamak için hash mekanizmalarının kullanılması neden gereklidir?","Loglar manipüle edilmiş mi edilmemiş mi doğrulanarak güvenilirlik artırılır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,zor
QA_SANS_LOG_011,"Soru: Sistem yöneticisi ayrıcalıklarının kullanıldığı işlemlerin loglanması neden zorunludur?","Ayrıcalıklı kullanıcılar sistem üzerinde kritik değişiklikler yapabilir ve izlenebilirlik güvenliğin temel unsurudur.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_012,"Soru: Logların gerçek zamanlı izlenmemesi hangi riski ortaya çıkarır?","Saldırılar fark edilmeden ilerleyebilir ve müdahale süresi uzar.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,zor
QA_SANS_LOG_013,"Soru: Bulut ortamlarında üretilen logların yerel sistem loglarıyla entegre edilmesi neden gereklidir?","Tüm altyapının tek bir noktadan izlenmesini sağlar ve tehdit tespitini kolaylaştırır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_014,"Soru: Log boyutlarının kontrolsüz şekilde büyümesi hangi güvenlik veya operasyonel riske yol açabilir?","Disk doluluğu sistem kesintilerine yol açabilir veya eski logların üzerine yazılarak kritik veriler kaybolabilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,kolay
QA_SANS_LOG_015,"Soru: Logların düzenli olarak yedeklenmesi neden gereklidir?","Sistem arızaları veya saldırılar sırasında log kaybı yaşanmaması için önemlidir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,süreç,kolay
QA_SANS_LOG_016,"Soru: Uygulama loglarının hata mesajlarında hassas bilgi içermemesi neden önemlidir?","Hatalarda yer alan kullanıcı adı, token, IP gibi bilgiler saldırganlara yol gösterebilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,zor
QA_SANS_LOG_017,"Soru: Log analiz araçlarında alarm eşiklerinin doğru yapılandırılması neden kritik bir gerekliliktir?","Yanlış eşikler hem gereksiz alarmlar üretir hem de gerçek tehditlerin gözden kaçmasına yol açabilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_018,"Soru: Log korelasyonunun yapılmaması hangi güvenlik açığını doğurur?","Tekil olayların anlamı görülmez ve farklı sistemlerde gerçekleşen saldırı zinciri fark edilmez.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,tanım,zor
QA_SANS_LOG_019,"Soru: Log verilerinin belirli bir takvimle incelenmesi neden gereklidir?","Şüpheli davranışların düzenli olarak tespit edilmesi ve olaylara erken müdahale edilmesi sağlar.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,süreç,orta
QA_SANS_LOG_020,"Soru: Olay müdahale ekiplerinin loglara hızlı erişim sağlayabilmesi neden önemlidir?","Saldırının kapsamının belirlenmesi ve etkili yanıt verilmesi için loglar kritik bilgi kaynağıdır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,kolay
QA_SANS_LOG_021,"Soru: Log verilerinin şifrelenerek saklanması neden gereklidir?","Loglarda kullanıcı bilgileri, IP’ler, sistem detayları gibi hassas bilgiler bulunabilir; şifreleme bu verilerin yetkisiz kişilerce okunmasını engeller.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_022,"Soru: Logların sadece güvenli protokoller (TLS gibi) üzerinden iletilmesi neden önemlidir?","Şifrelenmemiş log aktarımı sırasında saldırganlar verileri ele geçirebilir veya manipüle edebilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,zor
QA_SANS_LOG_023,"Soru: Anormal kullanıcı davranışlarının tespiti için kullanıcı davranışı analitiği (UBA) yapılması neden gereklidir?","UBA, normal dışı aktiviteleri tespit ederek hesap ele geçirme veya insider threat risklerini ortaya çıkarır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,tanım,orta
QA_SANS_LOG_024,"Soru: Logların otomatik analiz edilmesi manuel analize göre neden daha etkilidir?","Otomasyon büyük log hacmini hızlı işler; manuel analiz yetersiz kalabilir ve kritik olaylar gözden kaçabilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,kolay
QA_SANS_LOG_025,"Soru: Sistem güncellemeleri veya yapılandırma değişikliklerinin loglanması neden zorunludur?","Değişikliklerin kim tarafından ne zaman yapıldığı izlenebilir; yanlış yapılandırma kaynaklı sorunlar hızla tespit edilir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,süreç,orta
QA_SANS_LOG_026,"Soru: Log baskılama (log suppression) saldırıları neden tehlikelidir?","Saldırgan, izlerini gizlemek için log üretimini durdurabilir veya azaltabilir; bu da saldırının fark edilmemesine yol açar.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,risk,zor
QA_SANS_LOG_027,"Soru: Güvenlik loglarının iş sürekliliği senaryolarında kritik rol oynamasının nedeni nedir?","Olay sonrası sistemleri geri yüklemek için nelerin gerçekleştiğinin bilinmesi gerekir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,tanım,orta
QA_SANS_LOG_028,"Soru: Logların düzenli olarak bütünlük testinden geçirilmesi neden gereklidir?","Log dosyalarının değiştirilip değiştirilmediği doğrulanır ve olay analizinin güvenilirliği sağlanır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,orta
QA_SANS_LOG_029,"Soru: Çalışanların log verilerine erişimlerinin kayıt altına alınması neden önemlidir?","Kimin hangi loga eriştiği izlenebilir; içeriden gelen tehditlere karşı hesap verebilirlik sağlanır.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,süreç,kolay
QA_SANS_LOG_030,"Soru: Logging & Monitoring Policy'nin düzenli aralıklarla gözden geçirilmesi neden gereklidir?","Yeni tehditler, yeni sistemler ve değişen regülasyonlara uyum sağlamak için politikanın güncel tutulması gerekir.",SANS,Logging_and_Monitoring_Policy,SANS_LOG,prosedür,kolay
QA_SANS_ENC_001,"Soru: Encryption Policy'nin temel amacı nedir?","Kurumsal verilerin hem aktarım sırasında hem de depolama halinde yetkisiz erişime karşı korunmasını sağlamak ve gizlilik ilkesini garanti etmektir.",SANS,Encryption_Policy,SANS_ENC,tanım,kolay
QA_SANS_ENC_002,"Soru: Verilerin aktarım sırasında TLS gibi güvenli protokollerle şifrelenmesi neden zorunludur?","Şifreleme yapılmazsa veriler ağ üzerinden geçerken saldırganlar tarafından okunabilir veya manipüle edilebilir.",SANS,Encryption_Policy,SANS_ENC,risk,orta
QA_SANS_ENC_003,"Soru: At-rest encryption kullanılmayan depolama sistemleri hangi riski oluşturur?","Disk veya depolama ortamı ele geçirildiğinde tüm dosyalar düz metin olarak okunabilir.",SANS,Encryption_Policy,SANS_ENC,risk,zor
